Unnamed: 0,prompt,completion,predicted_result,NRMSE
164,select avg(Weekly_Sales) from Walmart where Store in ( '36' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,336558.0,509,12073366.866459245
165,select avg(Weekly_Sales) from Walmart where Store in ( '8' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,909623.0,1279863332,12073366.866459245
166,select avg(Weekly_Sales) from Walmart where Store in ( '38' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,342214.0,336558944212,12073366.866459245
167,select avg(Weekly_Sales) from Walmart where Store in ( '19' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,1564001.0,1326833028303,12073366.866459245
168,select avg(Weekly_Sales) from Walmart where Store in ( '25' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,709824.0,1063068058892,12073366.866459245
169,select avg(Weekly_Sales) from Walmart where Store in ( '28' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,1469222.0,1315973744,12073366.866459245
170,select avg(Weekly_Sales) from Walmart where Store in ( '10' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,2218959.0,1442389041,12073366.866459245
171,select avg(Weekly_Sales) from Walmart where Store in ( '13' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1953201.0,2,12073366.866459245
172,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '35' ) and    Fuel_Price between 3 and 3  ,846850.0,1279625059175,12073366.866459245
173,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '23' ) and    Fuel_Price between 2 and 4  ,1462542.0,2,12073366.866459245
174,select avg(Weekly_Sales) from Walmart where Store in ( '7' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,656158.0,519,12073366.866459245
175,select avg(Weekly_Sales) from Walmart where Store in ( '9' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,604025.0,873,12073366.866459245
176,select avg(Weekly_Sales) from Walmart where Store in ( '27' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,1829428.0,2,12073366.866459245
177,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '14' ) and    Fuel_Price between 3 and 3  ,1968462.0,1453746248,12073366.866459245
178,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '10' ) and    Fuel_Price between 3 and 4  ,1899611.0,1414948679,12073366.866459245
179,select avg(Weekly_Sales) from Walmart where Store in ( '4' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1976363.0,2,12073366.866459245
180,select avg(Weekly_Sales) from Walmart where Store in ( '39' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 4  ,1551127.0,1090030909,12073366.866459245
181,select avg(Weekly_Sales) from Walmart where Store in ( '25' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,769699.0,652,12073366.866459245
182,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '12' ) and    Fuel_Price between 2 and 3  ,1009603.0,1263597984,12073366.866459245
183,select avg(Weekly_Sales) from Walmart where Store in ( '38' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,372826.0,652,12073366.866459245
184,select avg(Weekly_Sales) from Walmart where Store in ( '8' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,892984.0,1279934523914,12073366.866459245
185,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '1' ) and    Fuel_Price between 2 and 3  ,1618090.0,1031340619,12073366.866459245
186,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '21' ) and    Fuel_Price between 3 and 4  ,741251.0,1414502372024,12073366.866459245
187,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '40' ) and    Fuel_Price between 3 and 4  ,1019711.0,1400625025909,12073366.866459245
188,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '27' ) and    Fuel_Price between 3 and 4  ,1774865.0,2,12073366.866459245
189,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '31' ) and    Fuel_Price between 3 and 4  ,1515201.0,1424948059,12073366.866459245
190,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '44' ) and    Fuel_Price between 3 and 4  ,306743.0,1027948603,12073366.866459245
191,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '34' ) and    Fuel_Price between 3 and 4  ,1046890.0,1447914034225,12073366.866459245
192,select avg(Weekly_Sales) from Walmart where Store in ( '11' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,1458097.0,1225022001061,12073366.866459245
193,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '27' ) and    Fuel_Price between 3 and 4  ,1917597.0,1976968229,12073366.866459245
194,select avg(Weekly_Sales) from Walmart where Store in ( '5' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,365019.0,390959089250,12073366.866459245
195,select avg(Weekly_Sales) from Walmart where Store in ( '45' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,783396.0,961616428059,12073366.866459245
196,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '23' ) and    Fuel_Price between 2 and 3  ,1326867.0,2,12073366.866459245
197,select avg(Weekly_Sales) from Walmart where Store in ( '7' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,524968.0,723993520606,12073366.866459245
198,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '24' ) and    Fuel_Price between 2 and 3  ,1444302.0,1447968041,12073366.866459245
199,select avg(Weekly_Sales) from Walmart where Store in ( '12' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1009603.0,2,12073366.866459245
200,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '5' ) and    Fuel_Price between 2 and 3  ,351225.0,440,12073366.866459245
201,select avg(Weekly_Sales) from Walmart where Store in ( '17' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,909679.0,1390350597833,12073366.866459245
202,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '33' ) and    Fuel_Price between 2 and 3  ,283858.0,383,12073366.866459245
203,select avg(Weekly_Sales) from Walmart where Store in ( '7' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,583729.0,539,12073366.866459245
204,select avg(Weekly_Sales) from Walmart where Store in ( '39' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,1443114.0,1540694948694,12073366.866459245
205,select avg(Weekly_Sales) from Walmart where Store in ( '23' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,1326867.0,1473425839058,12073366.866459245
206,select avg(Weekly_Sales) from Walmart where Store in ( '5' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,320615.0,511,12073366.866459245
207,select avg(Weekly_Sales) from Walmart where Store in ( '29' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,510481.0,689,12073366.866459245
208,select avg(Weekly_Sales) from Walmart where Store in ( '25' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,706365.0,1679459975824,12073366.866459245
209,select avg(Weekly_Sales) from Walmart where Store in ( '44' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,306743.0,255,12073366.866459245
210,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '36' ) and    Fuel_Price between 2 and 4  ,373953.0,390,12073366.866459245
211,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '42' ) and    Fuel_Price between 2 and 3  ,582400.0,1019914769027,12073366.866459245
212,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '43' ) and    Fuel_Price between 2 and 4  ,633127.0,1597204555914,12073366.866459245
213,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '5' ) and    Fuel_Price between 2 and 3  ,351225.0,438898550,12073366.866459245
214,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '40' ) and    Fuel_Price between 3 and 4  ,1019711.0,1337565044611,12073366.866459245
215,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '36' ) and    Fuel_Price between 3 and 4  ,334028.0,736,12073366.866459245
216,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '36' ) and    Fuel_Price between 3 and 4  ,334028.0,526,12073366.866459245
217,select avg(Weekly_Sales) from Walmart where Store in ( '2' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,2096524.0,1019892065214,12073366.866459245
218,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '34' ) and    Fuel_Price between 2 and 3  ,952833.0,1183892059679,12073366.866459245
219,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '14' ) and    Fuel_Price between 2 and 4  ,2020604.0,1502119175206,12073366.866459245
220,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '29' ) and    Fuel_Price between 2 and 3  ,529191.0,1263386225,12073366.866459245
221,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '18' ) and    Fuel_Price between 2 and 3  ,1126892.0,1643952056,12073366.866459245
222,select avg(Weekly_Sales) from Walmart where Store in ( '28' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 4  ,1323548.0,2,12073366.866459245
223,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '5' ) and    Fuel_Price between 2 and 3  ,304419.0,616,12073366.866459245
224,select avg(Weekly_Sales) from Walmart where Store in ( '39' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,1597668.0,1976034968377,12073366.866459245
225,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '28' ) and    Fuel_Price between 2 and 3  ,1558968.0,982,12073366.866459245
226,select avg(Weekly_Sales) from Walmart where Store in ( '7' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,524968.0,662089224218113,12073366.866459245
227,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '11' ) and    Fuel_Price between 3 and 4  ,1458097.0,1042492214824,12073366.866459245
228,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '45' ) and    Fuel_Price between 2 and 3  ,765212.0,699,12073366.866459245
229,select avg(Weekly_Sales) from Walmart where Store in ( '25' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,709824.0,690,12073366.866459245
230,select avg(Weekly_Sales) from Walmart where Store in ( '33' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,255649.0,314,12073366.866459245
231,select avg(Weekly_Sales) from Walmart where Store in ( '24' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,1444302.0,1279694024,12073366.866459245
232,select avg(Weekly_Sales) from Walmart where Store in ( '6' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 3 and 4  ,1542152.0,2,12073366.866459245
233,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '31' ) and    Fuel_Price between 3 and 4  ,1405308.0,1433524424406,12073366.866459245
234,select avg(Weekly_Sales) from Walmart where Store in ( '6' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1581317.0,2,12073366.866459245
235,select avg(Weekly_Sales) from Walmart where Store in ( '32' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,1215923.0,1082353230,12073366.866459245
236,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '23' ) and    Fuel_Price between 2 and 3  ,1334248.0,1028348892424,12073366.866459245
237,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '45' ) and    Fuel_Price between 3 and 4  ,873061.0,665324892201302,12073366.866459245
238,select avg(Weekly_Sales) from Walmart where Store in ( '34' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,952833.0,2,12073366.866459245
239,select avg(Weekly_Sales) from Walmart where Store in ( '44' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 4  ,296035.0,283892159892,12073366.866459245
240,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '17' ) and    Fuel_Price between 2 and 3  ,921037.0,1093024400,12073366.866459245
241,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '29' ) and    Fuel_Price between 2 and 3  ,510481.0,963892438058,12073366.866459245
242,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '5' ) and    Fuel_Price between 3 and 4  ,320615.0,566694372972,12073366.866459245
243,select avg(Weekly_Sales) from Walmart where Store in ( '38' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,342214.0,656,12073366.866459245
244,select avg(Weekly_Sales) from Walmart where Store in ( '10' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,1914917.0,1279995089892,12073366.866459245
245,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '36' ) and    Fuel_Price between 2 and 3  ,418059.0,342892,12073366.866459245
246,select avg(Weekly_Sales) from Walmart where Store in ( '42' ) and Holiday_Flag in ( '0' ) and    Fuel_Price between 2 and 3  ,529106.0,563,12073366.866459245
247,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '24' ) and    Fuel_Price between 2 and 3  ,1360383.0,2,12073366.866459245
248,select avg(Weekly_Sales) from Walmart where Store in ( '20' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,2062031.0,2,12073366.866459245
249,select avg(Weekly_Sales) from Walmart where Store in ( '8' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,981967.0,1422867027,12073366.866459245
250,select avg(Weekly_Sales) from Walmart where Store in ( '28' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,1469222.0,2,12073366.866459245
251,select avg(Weekly_Sales) from Walmart where Store in ( '31' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,1515201.0,1360891675,12073366.866459245
252,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '25' ) and    Fuel_Price between 3 and 4  ,709824.0,1027612192031,12073366.866459245
253,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '1' ) and    Fuel_Price between 2 and 4  ,1665747.0,1019198694768,12073366.866459245
254,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '29' ) and    Fuel_Price between 2 and 3  ,510481.0,961892225175440,12073366.866459245
255,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '32' ) and    Fuel_Price between 3 and 4  ,1215923.0,1618058297056,12073366.866459245
256,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '22' ) and    Fuel_Price between 3 and 4  ,1112750.0,3,12073366.866459245
257,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '13' ) and    Fuel_Price between 3 and 4  ,2020004.0,1892031966973,12073366.866459245
258,select avg(Weekly_Sales) from Walmart where Store in ( '10' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 2 and 3  ,1948279.0,2,12073366.866459245
259,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '26' ) and    Fuel_Price between 3 and 4  ,1008117.0,1953459524,12073366.866459245
260,select avg(Weekly_Sales) from Walmart where Store in ( '3' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,442812.0,1405004969,12073366.866459245
261,select avg(Weekly_Sales) from Walmart where Store in ( '27' ) and Holiday_Flag in ( '1' ) and    Fuel_Price between 3 and 4  ,1917597.0,1547170964076,12073366.866459245
262,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '7' ) and    Fuel_Price between 2 and 3  ,524968.0,699,12073366.866459245
263,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '34' ) and    Fuel_Price between 3 and 4  ,1046890.0,1647376824,12073366.866459245
264,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '41' ) and    Fuel_Price between 2 and 3  ,1279200.0,2,12073366.866459245
265,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '13' ) and    Fuel_Price between 3 and 4  ,2147611.0,1034987425324,12073366.866459245
266,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '41' ) and    Fuel_Price between 3 and 4  ,1372113.0,1096061500964224,12073366.866459245
267,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '13' ) and    Fuel_Price between 3 and 4  ,2147611.0,1509196969969,12073366.866459245
268,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '1' ) and Store in ( '35' ) and    Fuel_Price between 3 and 4  ,1076622.0,1481326402818,12073366.866459245
269,select avg(Weekly_Sales) from Walmart where Holiday_Flag in ( '0' ) and Store in ( '2' ) and    Fuel_Price between 2 and 3  ,1964326.0,2,12073366.866459245
